Name,Team,Age,GP,GAA,SV%,W,L,GA,SV,SOG,SO,TIME,G,A,P,PIM
Keith Kinkaid,NJD,28,41,2.77,0.913,26,10,106,1108,1214,1,2298,0,2,2,2
Cory Schneider,NJD,31,40,2.93,0.907,17,16,114,1114,1228,1,2332,0,0,0,0
Petr Mrazek,PHI,25,39,3.03,0.902,14,13,106,974,1080,4,2097,0,0,0,0
Jonathan Bernier,COL,29,37,2.85,0.913,19,13,95,997,1092,2,2001,0,1,1,0
Kari Lehtonen,DAL,34,37,2.56,0.912,15,14,83,863,946,1,1944,0,0,0,4
Chad Johnson,BUF,31,36,3.55,0.891,10,16,105,857,962,0,1774,0,0,0,0
Roberto Luongo,FLA,38,35,2.47,0.929,18,11,81,1062,1143,3,1966,0,2,2,0
Philipp Grubauer,WSH,26,35,2.35,0.923,15,10,73,880,953,3,1865,0,1,1,0
Anton Forsberg,CHI,25,35,2.97,0.908,10,16,85,836,921,0,1715,0,1,1,0
Carter Hutton,STL,32,32,2.09,0.931,17,7,56,754,810,3,1610,0,0,0,2
Anton Khudobin,BOS,31,31,2.56,0.913,16,6,76,800,876,1,1781,0,2,2,2
Mike Condon,OTT,27,31,3.25,0.902,5,17,88,810,898,0,1626,0,2,2,0
Darcy Kuemper,ARI,27,29,2.52,0.92,12,7,67,766,833,4,1596,0,1,1,0
Aaron Dell,SJS,28,29,2.64,0.914,15,5,67,708,775,2,1522,0,1,1,0
Corey Crawford,CHI,33,28,2.27,0.929,16,9,60,782,842,2,1584,0,0,0,0
Alex Stalock,MIN,30,28,2.85,0.91,10,10,71,716,787,1,1495,0,0,0,0
Ryan Miller,ANA,37,28,2.35,0.928,12,6,53,686,739,4,1353,0,0,0,0
Thomas Greiss,NYI,31,27,3.82,0.892,13,8,95,784,879,1,1492,0,0,0,0
Anders Nilsson,VAN,27,27,3.44,0.901,7,14,84,766,850,2,1464,0,1,1,0
Juuse Saros,NSH,22,26,2.45,0.925,11,5,61,749,810,3,1497,0,3,3,0
Tristan Jarry,PIT,22,26,2.77,0.908,14,6,63,624,687,2,1364,0,2,2,4
Antti Niemi,MTL,34,24,3.12,0.911,7,9,63,647,710,1,1213,0,1,1,0
Malcolm Subban,VGK,24,22,2.68,0.91,13,3,55,559,614,0,1230,0,0,0,2
Michal Neuvirth,PHI,29,21,2.6,0.915,8,7,45,485,530,1,1039,0,1,1,0
David Rittich,CGY,25,21,2.92,0.904,8,6,49,463,512,0,1008,0,0,0,14
Scott Wedgewood,ARI,25,20,3.45,0.893,5,9,63,524,587,1,1097,0,0,0,2
Louis Domingue,TBL,25,19,3.41,0.895,7,9,61,517,578,0,1074,0,0,0,2
Ondrej Pavelec,NYR,30,19,3.05,0.91,4,9,46,464,510,1,904,0,0,0,2
Joonas Korpisalo,CBJ,23,18,3.32,0.897,8,8,58,506,564,0,1049,0,0,0,0
Curtis McElhinney,TOR,34,18,2.15,0.934,11,5,35,493,528,3,979,0,1,1,0
Maxime Lagace,VGK,24,16,3.92,0.867,6,7,57,373,430,0,874,0,0,0,0
Jeff Glass,CHI,32,15,3.36,0.898,3,7,46,406,452,0,821,0,0,0,2
Charlie Lindgren,MTL,24,14,3.03,0.908,4,8,42,415,457,2,833,0,0,0,2
Laurent Brossoit,EDM,24,14,3.24,0.883,3,7,40,303,343,0,740,0,1,1,0
Casey DeSmith,PIT,26,14,2.4,0.921,6,4,28,328,356,1,700,0,0,0,2
Al Montoya,EDM,32,13,3.21,0.893,4,3,37,309,346,0,692,0,2,2,0
Steve Mason,WPG,29,13,3.24,0.906,5,6,37,355,392,1,685,0,1,1,0
Jean-Francois Berube,CHI,26,13,3.78,0.895,3,6,42,356,398,0,667,0,0,0,0
Jon Gillies,CGY,23,11,2.88,0.896,3,5,29,251,280,0,605,0,0,0,2
Alex Lyon,PHI,25,11,2.75,0.905,4,2,22,210,232,0,480,0,0,0,0
Alexandar Georgiev,NYR,21,10,3.15,0.918,4,4,27,304,331,0,515,0,0,0,0
Harri Säteri,FLA,28,9,2.92,0.911,4,4,24,247,271,0,493,0,0,0,0
Peter Budaj,TBL,35,8,3.76,0.876,3,3,27,190,217,0,430,0,0,0,0
Christopher Gibson,NYI,25,8,3.66,0.909,2,3,26,258,284,0,427,0,0,0,0
Eddie Läck,NJD,29,8,4.02,0.87,2,4,23,154,177,0,343,0,0,0,0
Jared Coreau,DET,26,7,4.26,0.867,0,5,27,176,203,0,380,0,0,0,0
Jack Campbell,LAK,25,5,2.48,0.924,2,0,11,134,145,0,267,0,0,0,0
Linus Ullmark,BUF,24,5,2.0,0.935,1,2,8,115,123,0,240,0,0,0,0
Reto Berra,ANA,30,5,2.31,0.926,1,1,7,88,95,0,182,0,0,0,0
Adin Hill,ARI,21,4,3.49,0.892,1,3,14,115,129,0,241,0,0,0,0
Oscar Dansk,VGK,23,4,1.78,0.946,3,0,5,88,93,1,169,0,0,0,0
Eric Comrie,WPG,22,3,3.99,0.872,1,2,12,82,94,0,180,0,0,0,0
Michael Hutchinson,WPG,27,3,3.26,0.907,2,1,7,68,75,0,129,0,1,1,0
Ken Appleby,NJD,22,3,1.45,0.946,0,1,3,52,55,0,124,0,0,0,0
Collin Delia,CHI,23,2,3.96,0.889,1,1,7,56,63,0,106,0,0,0,2
Mike McKenna,DAL,34,2,2.96,0.9,1,1,5,45,50,0,101,0,0,0,0
Calvin Pickard,TOR,25,1,3.84,0.857,0,0,4,24,28,0,63,0,0,0,0
Thatcher Demko,VAN,22,1,3.91,0.867,1,0,4,26,30,0,61,0,0,0,0
Daniel Taylor,OTT,31,1,4.1,0.882,0,1,4,30,34,0,58,0,0,0,0
Andrew Hammond,COL,29,1,2.06,0.939,0,1,2,31,33,0,58,0,0,0,0
Adam Wilcox,BUF,25,1,0.0,1.0,0,1,0,14,14,0,39,0,0,0,0
Marek Langhamer,ARI,23,1,0.0,1.0,0,0,0,10,10,0,29,0,0,0,0
Scott Foster,CHI,35,1,0.0,1.0,0,0,0,7,7,0,14,0,0,0,0
Brandon Halverson,NYR,21,1,4.78,0.833,0,0,1,5,6,0,13,0,0,0,0
Dylan Ferguson,VGK,19,1,6.5,0.5,0,0,1,1,2,0,9,0,0,0,0
