Name,Team,Age,GP,GAA,SV%,W,L,GA,SV,SOG,SO,TIME,G,A,P,PIM
Braden Holtby,WSH,24,48,2.85,0.915,23,15,126,1349,1475,4,2656,0,2,2,7
Cory Schneider,NJD,27,45,1.97,0.921,16,15,88,1019,1107,3,2680,0,0,0,4
Eddie Läck,VAN,25,41,2.41,0.912,16,17,93,959,1052,4,2319,0,0,0,0
Evgeni Nabokov,NYI,38,40,2.74,0.905,15,14,103,982,1085,4,2254,0,1,1,4
Ben Scrivens,EDM,27,40,2.55,0.922,16,16,94,1111,1205,4,2210,0,1,1,6
Karri Rämö,CGY,27,40,2.65,0.911,17,15,97,994,1091,2,2194,0,1,1,10
Carter Hutton,NSH,28,40,2.62,0.91,20,11,91,915,1006,1,2085,0,1,1,2
Martin Brodeur,NJD,41,39,2.51,0.901,19,14,96,875,971,3,2297,0,3,3,2
Anton Khudobin,CAR,27,36,2.3,0.926,19,14,80,996,1076,1,2084,0,0,0,0
Robin Lehner,OTT,22,36,3.06,0.913,12,15,99,1042,1141,1,1942,0,0,0,4
James Reimer,TOR,25,36,3.29,0.911,12,16,98,997,1095,1,1785,0,0,0,2
Devan Dubnyk,NSH,27,34,3.43,0.891,11,18,103,842,945,2,1802,0,0,0,6
Ilya Bryzgalov,MIN,33,32,2.68,0.909,12,9,81,810,891,4,1814,0,0,0,0
Reto Berra,COL,26,31,3.07,0.893,9,18,88,732,820,0,1720,0,0,0,2
Brian Elliott,STL,28,31,1.96,0.922,18,6,53,628,681,4,1624,0,2,2,0
Cam Ward,CAR,29,30,3.06,0.898,10,12,84,740,824,0,1645,0,1,1,2
Josh Harding,MIN,29,29,1.66,0.933,18,7,46,644,690,3,1668,0,0,0,0
Kevin Poulin,NYI,23,28,3.29,0.892,11,16,89,731,820,0,1625,0,0,0,0
Jhonas Enroth,BUF,25,28,2.82,0.911,4,17,74,760,834,0,1574,0,0,0,0
Frederik Andersen,ANA,24,28,2.29,0.923,20,5,60,723,783,0,1569,0,1,1,0
Al Montoya,WPG,28,28,2.3,0.92,13,8,59,678,737,2,1541,0,0,0,2
Curtis McElhinney,CBJ,30,28,2.7,0.909,10,11,64,639,703,2,1423,0,1,1,0
Ray Emery,PHI,31,28,2.96,0.903,9,12,69,642,711,2,1398,0,0,0,31
Jonas Gustavsson,DET,29,27,2.63,0.908,16,5,68,667,735,0,1551,0,0,0,0
Chad Johnson,BOS,27,27,2.1,0.925,17,4,53,655,708,2,1511,0,0,0,0
Darcy Kuemper,MIN,23,26,2.43,0.915,12,8,60,642,702,2,1480,0,0,0,0
Antti Raanta,CHI,24,25,2.71,0.897,13,5,63,547,610,1,1397,0,1,1,0
Marek Mazanec,NSH,22,25,2.8,0.902,8,10,64,586,650,2,1370,0,0,0,0
Thomas Greiss,PHX,27,25,2.29,0.92,10,8,50,576,626,2,1312,0,0,0,0
Pekka Rinne,NSH,31,24,2.77,0.902,10,10,63,582,645,2,1367,0,0,0,0
Peter Budaj,MTL,31,24,2.51,0.909,10,8,56,559,615,1,1338,0,0,0,6
Alex Stalock,SJS,26,24,1.87,0.932,12,5,39,532,571,2,1252,0,0,0,2
Anders Lindbäck,TBL,25,23,2.9,0.891,8,12,63,517,580,1,1302,0,0,0,2
Jean-Sebastien Giguere,COL,36,22,2.62,0.913,11,6,53,555,608,2,1212,0,0,0,4
Justin Peters,CAR,27,21,2.5,0.919,7,9,51,575,626,1,1225,0,2,2,4
Cameron Talbot,NYR,26,21,1.64,0.941,12,6,33,527,560,3,1211,0,0,0,0
Niklas Bäckström,MIN,35,21,3.02,0.899,5,11,55,491,546,0,1094,0,0,0,0
Jeff Zatkoff,PIT,26,20,2.61,0.912,12,6,51,531,582,1,1171,0,1,1,0
Dan Ellis,FLA,33,20,3.62,0.879,5,11,62,452,514,1,1027,0,1,1,0
Anders Nilsson,NYI,23,19,3.11,0.896,8,7,57,491,548,0,1101,0,0,0,2
Martin Jones,LAK,23,19,1.81,0.934,12,6,33,467,500,4,1095,0,1,1,0
Scott Clemmensen,FLA,36,17,3.08,0.897,6,7,47,407,454,0,914,0,1,1,0
Philipp Grubauer,WSH,22,17,2.38,0.925,6,5,35,434,469,0,883,0,0,0,0
Jacob Markström,VAN,23,16,3.39,0.873,2,8,46,315,361,0,814,0,0,0,0
Michal Neuvirth,BUF,25,15,2.78,0.921,4,8,41,476,517,0,884,0,1,1,0
Viktor Fasth,EDM,31,12,2.82,0.903,5,5,33,307,340,0,701,0,0,0,0
Joey MacDonald,CGY,33,11,2.91,0.89,5,4,29,235,264,0,599,0,0,0,2
Joni Ortio,CGY,22,9,2.52,0.891,4,4,21,172,193,0,501,0,2,2,0
Petr Mrazek,DET,21,9,1.74,0.927,2,4,13,165,178,2,449,0,0,0,0
Matt Hackett,BUF,23,8,3.1,0.908,1,6,22,217,239,0,426,0,0,0,0
Nathan Lieuwen,BUF,22,7,2.97,0.906,1,4,18,173,191,0,363,0,0,0,0
Jason LaBarbera,EDM,33,7,3.27,0.87,1,3,19,127,146,0,348,0,0,0,0
Mike McKenna,CBJ,30,4,3.01,0.904,1,1,11,103,114,0,219,0,0,0,0
Nikolai Khabibulin,CHI,40,4,5.01,0.811,1,0,14,60,74,0,168,0,0,0,0
Michael Hutchinson,WPG,23,3,1.64,0.943,2,1,5,83,88,0,183,0,0,0,0
John Gibson,ANA,20,3,1.33,0.954,3,0,4,83,87,1,181,0,0,0,0
Dustin Tokarski,MTL,24,3,1.84,0.946,2,0,5,88,93,1,163,0,0,0,0
Richard Bachman,EDM,26,3,3.03,0.916,0,2,7,76,83,0,139,0,0,0,0
Drew MacIntyre,TOR,30,2,2.54,0.922,0,1,4,47,51,0,95,0,0,0,0
John Curry,MIN,29,2,3.01,0.93,1,0,4,53,57,0,80,0,0,0,0
Connor Knapp,BUF,23,2,3.14,0.875,0,0,4,28,32,0,77,0,1,1,0
Martin Biron,NYR,36,2,7.65,0.763,0,1,9,29,38,0,71,0,0,0,0
Cal Heeter,PHI,25,1,4.69,0.868,0,0,5,33,38,0,64,0,0,0,0
Niklas Svedberg,BOS,24,1,1.97,0.943,1,0,2,33,35,0,61,0,0,0,0
Jack Campbell,DAL,21,1,6.0,0.872,0,1,6,41,47,0,60,0,0,0,0
Kristers Gudlevskis,TBL,21,1,2.01,0.947,1,0,2,36,38,0,60,0,0,0,0
Mark Visentin,PHX,21,1,3.06,0.906,0,1,3,29,32,0,59,0,0,0,0
Sami Aittokallio,COL,21,1,4.5,0.833,0,1,3,15,18,0,40,0,0,0,0
Cristopher Nihlstorp,DAL,29,1,4.56,0.824,0,0,3,14,17,0,39,0,0,0,0
Joacim Eriksson,VAN,23,1,9.99,0.807,0,0,6,25,31,0,36,0,0,0,0
Andrew Hammond,OTT,25,1,0.0,1.0,0,0,0,11,11,0,35,0,0,0,0
Kent Simpson,CHI,21,1,6.0,0.714,0,0,2,5,7,0,20,0,0,0,0
Cedrick Desjardins,TBL,28,1,6.65,0.846,0,1,2,11,13,0,18,0,0,0,2
Nathan Lawson,OTT,30,1,10.11,0.8,0,0,2,8,10,0,12,0,0,0,0
Magnus Hellberg,NSH,22,1,4.92,0.75,0,0,1,3,4,0,12,0,0,0,0
